User,Date,Tweet,Permalink,Retweet count,Likes count,Tweet value
World Health Organization (WHO),13/3/2020 16:39:15,Media briefing on #COVID19 with @DrTedros. #coronavirus https://t.co/EYSCGYPliO,https://www.twitter.com/user/status/1238504911563718656,235,451,11815.88
World Health Organization (WHO),13/3/2020 16:05:18,"""There are simple, effective things we can all do to reduce the risk of infection for ourselves &amp; those around us.

Clean your hands regularly with an alcohol-based rub or soap and water""-@DrTedros #COVID19 #coronavirus 

https://t.co/gb4nZhdoMb",https://www.twitter.com/user/status/1238496364599939072,235,379,2363.18
World Health Organization (WHO),28/2/2020 15:23:46,"@DrTedros ""The continued increase in the number of #COVID19 cases, &amp; the number of affected countries over the last few days, are clearly of concern""-@DrTedros #coronavirus",https://www.twitter.com/user/status/1233412485534842881,235,508,2148.34
World Health Organization (WHO),3/3/2020 16:02:36,"@DrTedros ""Evidence from 🇨🇳 is that only 1% of reported #COVID19 cases do not have symptoms &amp; most of those cases develop symptoms within 2 days.

Some countries are looking for cases of COVID-19 using surveillance systems for influenza &amp; other respiratory diseases""-@DrTedros #coronavirus",https://www.twitter.com/user/status/1234871807800479744,234,292,2148.34
World Health Organization (WHO),28/2/2020 15:27:11,"@DrTedros ""It calls for all countries to educate their populations, to expand surveillance, to find, isolate and care for every #COVID19 case, to trace every contact, and to take an all-of-government and all-of-society approach – this is not a job for the health ministry alone""-@DrTedros",https://www.twitter.com/user/status/1233413342083063808,234,363,2148.34
World Health Organization (WHO),13/3/2020 17:31:48,"The fund, the first-of-its-kind, enables private individuals, corporations &amp; institutions anywhere in the world to come together to directly contribute to #COVID19 🌏 response efforts &amp; has been created by the @unfoundation &amp; the Swiss Philanthropy Foundation, together with WHO https://t.co/j8frpwXHkg",https://www.twitter.com/user/status/1238518133851332608,233,493,2578.01
World Health Organization (WHO),28/2/2020 20:00:52,"Simple ways to prevent the spread of #COVID19 in your workplace:

Brief your employees, contractors &amp; customers that if #coronavirus starts spreading in your community anyone with even a mild cough or fever (37.3° C or more) needs to stay at home https://t.co/Du86YZYvxd https://t.co/d85fV9BylW",https://www.twitter.com/user/status/1233482219240513538,233,321,2835.81
World Health Organization (WHO),22/1/2020 13:25:46,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHOEMRO @WHO_Europe @WHOAFRO The Emergency Committee on the new #coronavirus (2019-nCoV) meets today to ascertain whether the outbreak constitutes a public health emergency of international concern, and what recommendations should be made to manage it https://t.co/Qtsxqkr7xi https://t.co/aC8NYUkS9h",https://www.twitter.com/user/status/1219974435681308672,233,314,2835.81
World Health Organization (WHO),11/2/2020 21:19:30,"Both Chinese &amp; external expert groups are trying to identify the animal source of 2019-nCoV.
Identifying it would help to ensure that there will be no further similar outbreaks &amp; will also help to understand the initial spread of #COVID19 in the Wuhan area, 🇨🇳 https://t.co/zcZLoe5cIg",https://www.twitter.com/user/status/1227341412217348096,232,393,2578.02
World Health Organization (WHO),22/1/2020 20:18:19,"@DrTedros @DrMikeRyan There is evidence of person-to-person transmission among close contacts such as in families or in health care settings. This is not unexpected with a respiratory disease. We have not seen any evidence of onward transmission such as 3rd, 4th generation transmission - @mvankerkhove",https://www.twitter.com/user/status/1220078257275654145,232,297,2148.34
World Health Organization (WHO),8/3/2020 10:34:48,"Globally, 70% of the health and social workforce are women. Many of them are nurses and midwives.
Nurses and midwives account for nearly 50% of the global health workforce.
#WomensDay #IWD2020 https://t.co/oZhCYRm4U7",https://www.twitter.com/user/status/1236601254400405506,230,484,2578.01
World Health Organization (WHO),6/3/2020 15:28:58,"""In the past 24h, 2736 cases of #COVID19 were reported from 47 countries &amp; territories.

There is now a total of 98,023 reported cases globally &amp; 3380 deaths.

We are now on the verge of reaching 100,000 confirmed cases""-@DrTedros #coronavirus",https://www.twitter.com/user/status/1235950507027566593,230,231,2148.34
World Health Organization (WHO),13/3/2020 16:03:32,"""And fourth, innovate and learn.

This is a new virus and a new situation. We’re all learning and we must all find new ways to prevent infections, save lives, and minimize impact. All countries have lessons to share""-@DrTedros #COVID19 #coronavirus",https://www.twitter.com/user/status/1238495920897097730,227,363,2148.34
World Health Organization (WHO),2/3/2020 15:46:44,"@DrTedros ""Our message to all countries is: this is not one-way street. We can push this #coronavirus back.

Your actions now will determine the course of the #COVID19 outbreak in your country.

There’s no choice but to act now""-@DrTedros",https://www.twitter.com/user/status/1234505428094025731,227,382,2148.34
World Health Organization (WHO),27/2/2020 14:09:26,"@DrTedros ""There are some vital questions that every country must be asking itself today. 

Are we ready for the first #COVID19 case? What will we do when it arrives?

Do we have an isolation unit ready to go? Do we have enough medical oxygen, ventilators &amp; other equipment?
...""-@DrTedros",https://www.twitter.com/user/status/1233031391400644608,227,423,2148.34
World Health Organization (WHO),13/3/2020 15:55:36,"""For all of these, we need #healthworkers. 
I want to send a personal &amp; sincere thank you to every health worker around the 🌍 – especially nurses &amp; midwives, who we are celebrating this year through the Intl. Year of the Nurse &amp; the Midwife""-@DrTedros #SupportNursesAndMidwives",https://www.twitter.com/user/status/1238493926178381824,226,557,2148.34
World Health Organization (WHO),25/2/2020 5:54:18,"Stigma occurs when people negatively associate an infectious disease with a specific population. This means that people are being labelled, stereotyped, separated and/or experience loss of status and discrimination because of a potential negative affiliation with #COVID19. https://t.co/B0OdgjvdVC",https://www.twitter.com/user/status/1232182008245301248,226,402,2578.01
World Health Organization (WHO),23/1/2020 19:31:44,"The full statement by @DrTedros on IHR Emergency Committee on new #coronavirus 👇

https://t.co/BOapDyKPW8 https://t.co/vjuUz3LaEo",https://www.twitter.com/user/status/1220428924771061761,226,250,2835.82
World Health Organization (WHO),16/1/2020 19:59:19,"This is the second confirmed case of the novel #coronavirus (2019-nCoV) that has been detected outside of #China🇨🇳, following confirmation of a case in #Thailand 🇹🇭.
Considering global travel patterns, additional cases in other countries are likely https://t.co/HjUq9bKBRu https://t.co/OL3NpF5KSp",https://www.twitter.com/user/status/1217899151071043585,226,219,2835.82
World Health Organization (WHO),6/2/2020 19:41:48,"#Depression is not a sign of weakness.

#LetsTalk, never be afraid to ask for help.

https://t.co/1T4UrXtAsJ #TimeToTalk https://t.co/2bBxodSMcp",https://www.twitter.com/user/status/1225504886994894850,224,443,2835.82
World Health Organization (WHO),16/3/2020 9:45:37,"#Breastfeeding helps protect infants from infectious diseases.
Infants born to mothers with suspected or confirmed #COVID19 should be fed according to standard infant feeding guidelines, while applying necessary precautions for infection prevention &amp; control

#coronavirus https://t.co/F19NL5646u",https://www.twitter.com/user/status/1239487981192437761,223,369,2578.01
World Health Organization (WHO),9/3/2020 20:30:42,"When there are ONE OR MORE #COVID19 cases, to stop transmission &amp; prevent spread:
😷Prepare to treat patients; ready 🏥 for potential surge, develop triage procedures
😷Promote self-initiated isolation of ppl with mild respiratory symptoms to reduce the burden on health systems https://t.co/9Jmr8Z3HXa",https://www.twitter.com/user/status/1237113605449007105,223,344,2578.01
World Health Organization (WHO),3/3/2020 16:06:49,"@DrTedros ""These differences mean we can’t treat #COVID19 exactly the same way we treat flu. But there are enough similarities to mean that countries are not starting from scratch. For decades, many countries have invested in building up their systems to detect &amp; respond to flu""-@DrTedros",https://www.twitter.com/user/status/1234872868988706820,223,444,2148.34
World Health Organization (WHO),24/2/2020 15:07:46,"@DrTedros ""They found that the #COVID19 epidemic peaked &amp; plateaued between the 23rd of January &amp; the 2nd of February &amp; has been declining steadily since then.

They have found that there has been no significant change in the DNA of the #coronavirus""-@DrTedros",https://www.twitter.com/user/status/1231958906739548163,223,304,2148.35
World Health Organization (WHO),27/2/2020 14:30:34,"@DrTedros The full briefing on #COVID19 by @DrTedros 👇
https://t.co/YiZqfLB7xY",https://www.twitter.com/user/status/1233036709505503232,223,379,2363.18
World Health Organization (WHO),16/3/2020 4:31:17,"Team leaders or managers in health facility:
Ensure availability of essential, generic psychotropic medications at all levels of health care.
People living with long-term #MentalHealth conditions or epileptic seizures will need uninterrupted access to their medication.

#COVID19 https://t.co/pBztVOUxtI",https://www.twitter.com/user/status/1239408875348115457,222,484,2578.01
World Health Organization (WHO),22/1/2020 20:45:44,"@DrTedros @DrMikeRyan @mvankerkhove The Emergency Committee on the new #Coronavirus (2019-nCoV) will reconvene tomorrow, Thursday, 23 January 2020, 12h00 CET https://t.co/sSFwhZe9PT",https://www.twitter.com/user/status/1220085157052526600,221,343,2578.01
World Health Organization (WHO),3/3/2020 16:01:41,"@DrTedros ""We understand that people are afraid &amp; uncertain. Fear is a natural human response to any threat, esp. when it’s a threat we don’t completely understand.
But as we get more data, we are understanding this #coronavirus &amp; the disease it causes, more &amp; more""-@DrTedros #COVID19",https://www.twitter.com/user/status/1234871575796645890,219,494,2148.34
World Health Organization (WHO),18/2/2020 19:52:53,"To mitigate global shortages of some supplies for #COVID19, WHO has dispatched over 12,000kg personal protective equipment to priority countries in the @WHOWPRO, @WHOSEARO &amp; @WHOAFRO.

WHO Situation Report 18 February https://t.co/j4UYLVtTdL

#coronavirus https://t.co/ccRtSU68Zk",https://www.twitter.com/user/status/1229856331617783808,219,448,14179.06
World Health Organization (WHO),23/1/2020 18:30:39,"@DrTedros ""We know that there is human-to-human transmission in 🇨🇳, but for now it appears limited to family groups &amp; #healthworkers caring for infected patients. At this time, there is no evidence of human-to-human transmission outside 🇨🇳, but that doesn’t mean it won’t happen""-@DrTedros",https://www.twitter.com/user/status/1220413552185528321,219,207,2148.35
World Health Organization (WHO),7/3/2020 18:17:33,"All countries should increase their level of preparedness, alert and response to identify, manage and care for new cases of #COVID19 https://t.co/4QQ7VcQPe4

#coronavirus https://t.co/FmLSMorU4w",https://www.twitter.com/user/status/1236355320009699328,218,313,2835.81
World Health Organization (WHO),10/2/2020 21:22:40,"On 11-12 February, WHO is convening a global research and innovation forum to mobilize international action, and identify knowledge gaps &amp; research priorities to contribute to the control of #2019nCoV

WHO situation report 10 February 2020 https://t.co/aklvPnSg5G https://t.co/Iz7cTKmiU9",https://www.twitter.com/user/status/1226979824146710536,218,380,14179.10
World Health Organization (WHO),13/1/2020 12:45:51,"Regular and adequate levels of physical activity:
💪helps build strong bones &amp; muscles.
⚕️protects from chronic diseases &amp; many cancers.
👩‍🎓👨‍🎓supports learning and prevents cognitive decline.
👴👵supports healthy ageing.
#BeActive https://t.co/gIKpKqtlTI",https://www.twitter.com/user/status/1216702901206339587,218,316,2578.02
World Health Organization (WHO),7/3/2020 21:25:40,"Influenza vs #COVID19:

Influenza: Children are important drivers of influenza virus transmission in the community

COVID-19: Initial data indicates that children are less affected than adults &amp; that clinical attack rates in the 0-19 age group are low

#coronavirus https://t.co/DnZmTJHoOv",https://www.twitter.com/user/status/1236402660439449602,217,346,2578.01
World Health Organization (WHO),15/3/2020 13:17:23,"Share simple facts about what is going on and give clear information about how to reduce risk of #COVID19 infection in words older people with/without cognitive impairment can understand.

https://t.co/brPm9JlAWH

#coronavirus #MentalHealth https://t.co/VMVWHSp09V",https://www.twitter.com/user/status/1239178883985006594,215,407,2835.81
World Health Organization (WHO),29/1/2020 16:01:57,"IF YOU ARE A JOURNALIST, ask your new #coronavirus (2019-nCoV) questions, use hashtag #AskWHO and tell us the media you are representing",https://www.twitter.com/user/status/1222550458490916865,214,350,2148.35
World Health Organization (WHO),23/1/2020 19:25:25,"@DrTedros @SCBriand @DrMikeRyan [THREAD] More on how to reduce your risk of #coronavirus

https://t.co/atyRD3bGLO",https://www.twitter.com/user/status/1220427333317857280,213,158,2363.18
World Health Organization (WHO),8/3/2020 6:57:36,"It's #WomensDay!

It's time for a 🌎🌍🌏 in which women and girls can freely exercise their sexual and reproductive health rights, and one where all women and girls are treated and respected as equals.

It's time for #HealthForAll https://t.co/tw28vkxZYh",https://www.twitter.com/user/status/1236546593844838400,212,549,2578.01
World Health Organization (WHO),13/1/2020 10:51:05,"Insufficient physical activity is one of the leading risk factors for death 🌍🌏🌎. Between 3 and 5 million deaths annually can be attributed to insufficient physical activity.
#BeActive https://t.co/TOebc67EF4",https://www.twitter.com/user/status/1216674020713750528,212,292,2578.02
World Health Organization (WHO),5/1/2020 12:11:47,"On 31 December 2019, WHO was informed of cases of #pneumonia of unknown cause in Wuhan City, #China. A total of 44 cases have been reported: 11 patients are severely ill, while the remaining 33 are in stable condition.

https://t.co/1n5mM3f4Nr https://t.co/cKoj0CBpyT",https://www.twitter.com/user/status/1213795226072109058,212,197,14179.16
World Health Organization (WHO),28/2/2020 15:24:28,"@DrTedros ""What we see at the moment are linked epidemics of #COVID19 in several countries, but most cases can still be traced to known contacts or clusters of cases. We do not see evidence as yet that the virus is spreading freely in communities""-@DrTedros #coronavirus",https://www.twitter.com/user/status/1233412659330060291,210,310,2148.34
World Health Organization (WHO),9/2/2020 19:17:10,"The quarantine period of the #DiamondPrincess🚢 will come to an end on 19 February.
The period will be extended beyond the 19 Feb as appropriate only for close contacts of newly confirmed cases. They need to remain in quarantine for 14 days from last contact with a confirmed case https://t.co/SlaPaKFfwE",https://www.twitter.com/user/status/1226585851112587265,210,328,2578.02
World Health Organization (WHO),13/3/2020 16:01:13,"""Every #healthworker should be able to recognize #COVID19, provide care and know what to do with their patients. 

Every health facility should be ready to cope with large numbers of patients, and ensure the safety of staff and patients""-@DrTedros #coronavirus",https://www.twitter.com/user/status/1238495338094366722,208,344,2148.34
World Health Organization (WHO),4/2/2020 15:04:54,"@WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO Q: Who is at risk of developing severe symptoms from #2019nCoV? 
A: https://t.co/j6HsqP9iJb https://t.co/LcAOSfoNMx",https://www.twitter.com/user/status/1224710426333786113,208,248,2835.81
World Health Organization (WHO),30/1/2020 18:11:25,"@WHOWPRO @WHOSEARO @WHO_Europe @WHOEMRO @WHOAFRO @pahowho WHO also recommends that the interim name of the disease causing the current outbreak should be “2019-nCoV acute respiratory disease”
 
WHO Situation Report 30 January 2020 https://t.co/C2NiCkexo7 https://t.co/lxyBNLExsn",https://www.twitter.com/user/status/1222945426606907393,208,256,2835.82
World Health Organization (WHO),9/3/2020 16:27:49,"""Of the 4 countries with the most cases, 🇨🇳 is bringing its #COVID19 epidemic under control &amp; there is now a decline in new cases being reported from 🇰🇷.

Both these countries demonstrate that it’s never too late to turn back the tide on this #coronavirus""-@DrTedros",https://www.twitter.com/user/status/1237052482913800192,207,427,2148.34
World Health Organization (WHO),28/2/2020 18:50:59,"Simple ways to prevent the spread of #COVID19 in your workplace:

Promote good respiratory hygiene

Ensure that 😷 and/or 🧻 are available at your workplaces for those who develop a runny nose or cough at work - along with closed bins for hygienic disposal of them. https://t.co/JobMMwrbZR",https://www.twitter.com/user/status/1233464629831127050,206,326,2578.01
World Health Organization (WHO),17/1/2020 22:14:46,"🧻 Throw the used tissue into a closed bin immediately after use
🧼 Clean hands with soap and water or alcohol-based handrub after coughing or sneezing 🤧 and when caring for the sick

#coronavirus https://t.co/GsbdXlcJNZ",https://www.twitter.com/user/status/1218295625172824066,206,247,2363.18
World Health Organization (WHO),29/2/2020 19:31:44,"WHO concluded that the #COVID19 risk at regional &amp; global levels was “very high” for reasons incl. the following:
3️⃣ difficulty in identifying cases due to non-specific symptoms &amp; the potential of undetected transmission
4️⃣ limited testing capacity for COVID-19 in some countries https://t.co/ZVn5Rp0JvZ",https://www.twitter.com/user/status/1233837275450167297,205,240,2578.01
World Health Organization (WHO),7/3/2020 19:32:22,"🇨🇳 &amp; others are demonstrating that spread of the #coronavirus can be slowed &amp; impact reduced through universally applicable actions
-identify people who are sick, bringing them to care
-following up on contacts
-preparing 🏥 &amp; clinics to manage a surge in patients
-training 👩🏻‍⚕️👨🏽‍⚕️ https://t.co/I5oyWKg5iK",https://www.twitter.com/user/status/1236374147242000389,204,446,2578.01
World Health Organization (WHO),6/3/2020 15:29:26,"""As #COVID19 cases increase, we are continuing to recommend that all countries make containment their highest priority.

We continue to call on countries to find, test, isolate and care for every case, and to trace every contact""-@DrTedros #coronavirus",https://www.twitter.com/user/status/1235950626745593857,203,262,2148.34
World Health Organization (WHO),18/2/2020 15:45:58,"LIVE on #Periscope: Daily media briefing on #COVID19 with @DrTedros

https://t.co/LpvJ3s6mmT",https://www.twitter.com/user/status/1229794193020723202,203,326,11815.88
World Health Organization (WHO),23/1/2020 13:25:04,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOAFRO @WHOEMRO The International Health Regulations Emergency Committee on the new #coronavirus (2019-nCoV) continues their meeting today to ascertain whether the outbreak constitutes a public health emergency of international concern, and what recommendations should be made to manage it https://t.co/ZjDpgt9ePl",https://www.twitter.com/user/status/1220336648229150720,203,234,2578.01
World Health Organization (WHO),9/3/2020 16:20:49,"""Depending on their context, countries with #COVID19 community transmission could consider closing schools, cancelling mass gatherings and other measures to reduce exposure""-@DrTedros #coronavirus",https://www.twitter.com/user/status/1237050719192170497,202,260,2148.34
World Health Organization (WHO),2/2/2020 17:07:23,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Can regularly rinsing your nose with saline solution help prevent infection with #2019nCoV?
A: No. There is no evidence that regularly rinsing the nose with saline solution has protected people from infection with the new coronavirus.

#KnowYourFacts https://t.co/CgogiyQgx2",https://www.twitter.com/user/status/1224016475427655680,202,287,2578.02
World Health Organization (WHO),28/1/2020 23:54:41,"WHO has also updated the Disease Commodity Package that includes an essential list of biomedical equipment, medicines and supplies necessary to care for patients with new #coronavirus (2019-nCoV) https://t.co/avfkV1shoj https://t.co/UPXYCzTjKx",https://www.twitter.com/user/status/1222307036882444288,201,281,2835.82
World Health Organization (WHO),2/1/2020 12:48:51,"Nurses and midwives save lives, working close to the community.

We thank ALL nurses and midwives for improving people’s health.

https://t.co/rx3i9Dh01E 

#SupportNursesAndMidwives https://t.co/BN7cRsHRU9",https://www.twitter.com/user/status/1212717389005103104,201,409,2835.83
World Health Organization (WHO),10/3/2020 10:07:49,"When there are CLUSTERS OF #COVID19 cases, to stop transmission &amp; prevent spread:
🔍Expand COVID-19 surveillance using existing respiratory disease surveillance systems &amp; hospital-based surveillance
✅Promote hand hygiene, respiratory etiquette, social distancing

#coronavirus https://t.co/8DSdeQ0ABV",https://www.twitter.com/user/status/1237319240451047424,200,308,2578.01
World Health Organization (WHO),10/3/2020 9:57:27,"When there are CLUSTERS OF #COVID19 cases, to stop transmission &amp; prevent spread
🚨 Scale up emergency response mechanisms
📢 Educate &amp; actively communicate with the public
🗒 Intensify active case finding, contact tracing &amp; monitoring; quarantine of contacts &amp; isolation of cases https://t.co/pKLnsfGHoq",https://www.twitter.com/user/status/1237316630406971393,200,282,2578.01
World Health Organization (WHO),2/3/2020 14:32:41,"How well do you hear this? Download #hearWHO to check your hearing!
Tomorrow, we celebrate #WorldHearingDay.
Don't let hearing loss limit you!
https://t.co/3VEZjFxF2w https://t.co/4uUG4eHmok",https://www.twitter.com/user/status/1234486792533028865,200,353,14179.06
World Health Organization (WHO),14/1/2020 19:38:02,"How to handwash?
Use 🧼 and water for at least 40-60 seconds

How to handrub?
Use alcohol-based handrub 🧴 for 20-30 seconds 

#coronavirus https://t.co/eDGQkkzk6m",https://www.twitter.com/user/status/1217169017422712835,200,255,2578.02
World Health Organization (WHO),24/2/2020 15:09:16,"@DrTedros ""Outside #China, there are now 2074 #COVID19 cases in 28 countries &amp; 23 deaths.

The sudden increases of cases in Italy, the Islamic Republic of Iran &amp; the Republic of Korea are deeply concerning""-@DrTedros #coronavirus",https://www.twitter.com/user/status/1231959281282551808,199,213,2148.35
World Health Organization (WHO),19/2/2020 11:06:09,"@UNICEF @TheLancet @WHOSEARO @WHOEMRO @WHO_Europe @pahowho @WHOAFRO @WHOWPRO What do YOU think the world will look like in 100 years time?
 
Here’s what children had to say👇 https://t.co/WgR6TgjMoY",https://www.twitter.com/user/status/1230086163647459329,199,338,2578.02
World Health Organization (WHO),22/1/2020 15:05:27,"@WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO WHO is providing information to countries on how to prepare for the new #coronavirus, incl. how to:
🌡 monitor for sick people
🔬 test samples
🩺 treat patients
🏥 control infection in health centres
🩹 maintain the right supplies
🗣 communicate with the public about the virus https://t.co/tmwQ7y5ZZw",https://www.twitter.com/user/status/1219999524011368451,199,238,2578.01
World Health Organization (WHO),16/3/2020 16:05:31,"""WHO &amp; @iccwbo issued a joint call to action to the global business community. The ICC will send regular advice to its network of 45M+ businesses, to protect their workers, customers &amp; local communities, &amp; to support the production &amp; distribution of essential supplies""-@DrTedros",https://www.twitter.com/user/status/1239583584014532614,198,419,2148.34
World Health Organization (WHO),24/2/2020 10:59:00,"By developing nursing and midwifery, countries can achieve the triple impact of:
⚕️ improving health
⚧️ promoting gender equality
📈 driving economic growth

https://t.co/rx3i9Dh01E 
#SupportNursesAndMidwives https://t.co/hRQvb0GG4g",https://www.twitter.com/user/status/1231896300574199808,198,433,14179.06
World Health Organization (WHO),20/2/2020 21:35:30,"In line with the Intl Health Regulations, all countries’ IHR National Focal Points were requested to immediately report any new confirmed case of #COVID19 within 48h, &amp; provide information related to clinical, epidemiological &amp; travel history https://t.co/S7eLTcgMyS

#coronavirus https://t.co/rRV7e1WG4L",https://www.twitter.com/user/status/1230606929464090640,198,354,14179.06
World Health Organization (WHO),4/3/2020 10:50:32,"@WHOSEARO @WHOAFRO @WHOEMRO @WHO_Europe @pahowho @WHOWPRO Regular physical activity ⛹️‍♂️🏊‍♂️🏄‍♀️🚴‍♀️🚴‍♂️🤾‍♀️ helps maintain a healthy body.
People should engage in adequate levels of #PhysicalActivity. At least 150 minutes⏲️ of regular activity per week reduces the risk of:
☑️ cardiovascular disease
☑️ diabetes
☑️ colon cancer
☑️ breast cancer https://t.co/3UYZgpvaHQ",https://www.twitter.com/user/status/1235155661450866692,197,341,2578.01
World Health Organization (WHO),3/3/2020 16:13:16,"@DrTedros ""We have called on governments to develop incentives for manufacturers to ramp up production. This includes easing restrictions on the export &amp; distribution of personal protective equipment &amp; other medical supplies""-@DrTedros #COVID19 #coronavirus",https://www.twitter.com/user/status/1234874490489856001,196,356,2148.34
World Health Organization (WHO),28/1/2020 10:43:08,"10 years out from the sustainable development goals (#SDGs) deadline, @DrTedros contributes to a new collection of articles published by @bmj_latest and @GlobalHealthBMJ on whether the 🌎🌏🌍 is on track to meet the 2030 health targets https://t.co/ZiXcSBNttt https://t.co/dMo6sDiKDm",https://www.twitter.com/user/status/1222107837175934976,196,394,14179.08
World Health Organization (WHO),23/1/2020 18:30:12,"@DrTedros ""We know that most of those who have died had underlying health conditions such as hypertension, diabetes or cardiovascular disease that weakened their immune systems""-@DrTedros on new #coronavirus",https://www.twitter.com/user/status/1220413437626417152,196,226,2148.34
World Health Organization (WHO),28/2/2020 15:24:45,"@DrTedros ""As long as that’s the case, we still have a chance of containing this #coronavirus, if robust action is taken to detect cases early, isolate and care for patients and trace contacts""-@DrTedros #COVID19",https://www.twitter.com/user/status/1233412730104754177,195,293,2148.34
World Health Organization (WHO),18/2/2020 13:49:30,"@WHOWPRO @WHOSEARO @WHO_Europe @WHOEMRO @WHOAFRO @pahowho FACT: The risk of being infected with the new #coronavirus by touching coins, banknotes, credit cards and other objects, is very low https://t.co/TdKoGmWrIr

#COVID19 #KnowtheFacts https://t.co/tYZ6UyQxjT",https://www.twitter.com/user/status/1229764881999638530,195,291,2835.81
World Health Organization (WHO),27/1/2020 0:20:12,"Detailed epidemiological information from more people infected is needed to determine the infectious period of the new #coronavirus (2019-nCoV).

WHO Situation Report 26 January 2020 https://t.co/DAIdpqarKO https://t.co/KoqcDLfgdy",https://www.twitter.com/user/status/1221588683956084737,195,296,2835.82
World Health Organization (WHO),23/1/2020 12:10:25,"@WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOAFRO @WHOEMRO Stay healthy while travelling!
🤧 When coughing &amp; sneezing cover 👄 &amp; 👃🏻 with flexed elbow or tissue - throw tissue away immediately &amp; wash hands
😷 If you choose to wear a face mask, be sure to cover 👄 &amp; 👃🏻 - avoid touching mask once it's on

#coronavirus #travel https://t.co/4Bh4ckqVgp",https://www.twitter.com/user/status/1220317863044665346,195,199,2578.01
World Health Organization (WHO),28/2/2020 15:25:11,"@DrTedros ""As I said yesterday, there are different scenarios in different countries, and different scenarios within the same country. 

The key to containing this #coronavirus is to break the chains of transmission""-@DrTedros #COVID19",https://www.twitter.com/user/status/1233412841190850566,194,309,2148.34
World Health Organization (WHO),23/1/2020 18:32:08,"@DrTedros ""For the moment, WHO does not recommend any broader restrictions on travel or trade. 
We recommend exit screening at airports as part of a comprehensive set of containment measures""-@DrTedros on new #coronavirus",https://www.twitter.com/user/status/1220413923809251328,193,191,2148.35
World Health Organization (WHO),5/3/2020 16:04:07,"“Train your #healthworkers to identify #COVID19 cases, provide careful &amp; compassionate treatment &amp; protect themselves from infection.
If countries act aggressively to find, isolate, treat cases &amp; trace every contact, they can change the trajectory of this epidemic”-@DrTedros",https://www.twitter.com/user/status/1235596966421282816,192,311,2148.34
World Health Organization (WHO),2/3/2020 15:46:17,"@DrTedros ""WHO is advising countries on actions they can take for each of the “3 Cs” scenarios:
-1st case
-1st cluster
-1st evidence of community transmission.
The basic actions in each scenario are the same, but the emphasis changes depending on which scenario a country is in""-@DrTedros",https://www.twitter.com/user/status/1234505313560166401,192,310,2148.34
World Health Organization (WHO),27/2/2020 14:09:27,"""Are we ready to treat patients with severe or critical #COVID19? 

Do our hospitals &amp; clinics have the right procedures to prevent &amp; control #coronavirus infections?

Do our people have the right information? Do they know what the disease looks like?""-@DrTedros",https://www.twitter.com/user/status/1233031395456569345,192,335,2148.34
World Health Organization (WHO),18/1/2020 14:41:51,"Practise #FoodSafety:
❌Sick animals and animals that have died of diseases should not be eaten.

#coronavirus https://t.co/mF3Tage79E",https://www.twitter.com/user/status/1218544031409545216,191,300,2578.02
World Health Organization (WHO),21/1/2020 11:46:36,Live from #wef20 with @DrTedros on economics of global health. #HealthForAll https://t.co/HgRaSLhtVk,https://www.twitter.com/user/status/1219587093434753025,191,441,11815.89
World Health Organization (WHO),7/3/2020 15:36:52,"Q: How are #COVID19 &amp; influenza viruses similar? 

More 👉🏼 WHO Situation Report 6 March 2020 https://t.co/ALKwGrSNK0 

#coronavirus https://t.co/E7vlnh7wH0",https://www.twitter.com/user/status/1236314883978919941,190,302,2835.81
World Health Organization (WHO),23/1/2020 11:42:24,"@WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOAFRO @WHOEMRO Stay healthy while travelling!
🤒 Avoid close contact with people suffering from a fever &amp; cough
🧼 Frequently clean hands by using alcohol-based hand rub or soap and water
❌Avoid touching eyes, nose and mouth

#coronavirus #travel https://t.co/LovEIlrCAX",https://www.twitter.com/user/status/1220310813757648903,190,226,2578.01
World Health Organization (WHO),17/1/2020 19:36:05,"Q: Is there a treatment for a novel #coronavirus infection?
A: There is no specific treatment for disease caused by a novel coronavirus. However, many of the symptoms can be treated and therefore treatment is based on the patient’s clinical condition https://t.co/PKzKaO2yfK https://t.co/QxNg634JdS",https://www.twitter.com/user/status/1218255692831903744,190,242,2835.82
World Health Organization (WHO),13/3/2020 11:45:24,"Communication plays a vital role in fighting #COVID19.
Meet Dr Angela Pratt of @WHOWPRO speaking about ""misinformation and rumors that can spread faster than the virus itself and can be just as dangerous,""
https://t.co/4b3ELipbfL",https://www.twitter.com/user/status/1238430960632373249,188,282,2363.18
World Health Organization (WHO),18/1/2020 13:48:03,"Practise #FoodSafety:
🔪Use different chopping boards &amp; knives for raw meat and cooked foods.
🧼 Wash your hands in between handling raw and cooked food.

#coronavirus https://t.co/8jxnyTM2AW",https://www.twitter.com/user/status/1218530492619853824,188,266,2578.02
